0.79784	0.6089952	0.824864	0.19025553
0.73784	0.7888992	0.5549504	0.15202055
0.86184	0.7709088	0.5449536	0.11289928
0.73384	0.6389792	0.6049344	0.069998615
0.89784	0.7229344	0.4549824	0.20480059
0.88184	0.6209888	0.6649152	0.1095927
0.82584	0.6989472	0.674912	0.088061977
0.70984	0.6269856	0.52496	0.045839126
0.85384	0.8488672	0.7848768	0.12986037
0.74184	0.644976	0.6449216	0.086691936
0.84984	0.67496	0.4149952	0.16554861
0.84584	0.6509728	0.4449856	0.11263626
0.72584	0.82488	0.4049984	0.25730818
0.71384	0.8368736	0.4849728	0.24875646
0.77384	0.8308768	0.8348608	0.17420927
0.78984	0.7589152	0.624928	0.076708002
0.87384	0.8608608	0.4949696	0.24092218
0.76184	0.704944	0.7548864	0.13976993
0.81784	0.734928	0.5649472	0.063638802
0.76984	0.7409248	0.8148672	0.17529695
0.83784	0.7529184	0.6149312	0.068991358
0.87784	0.794896	0.7049024	0.092381085
0.89384	0.6569696	0.7148992	0.1178798
0.70184	0.6869536	0.5049664	0.062471236
0.84184	0.6809568	0.8448576	0.18739742
0.74584	0.7169376	0.7648832	0.14722351
0.88984	0.7769056	0.6849088	0.083877517
0.80984	0.884848	0.7448896	0.13847629
0.82184	0.8968416	0.724896	0.15132997
0.75784	0.6929504	0.8848448	0.24519888
0.82984	0.8068896	0.474976	0.19839715
0.88584	0.6689632	0.7948736	0.15211318
0.80184	0.8008928	0.874848	0.2048512
0.79384	0.7289312	0.5949376	0.065199926
0.86984	0.854864	0.5149632	0.2272203
0.74984	0.8728544	0.8648512	0.19650909
0.78184	0.764912	0.574944	0.087574395
0.72984	0.7469216	0.8048704	0.17285829
0.71784	0.8428704	0.8548544	0.19808673
0.85784	0.7109408	0.7348928	0.11243201
0.75384	0.8908448	0.5349568	0.28196267
0.83384	0.6629664	0.6949056	0.10033625
0.81384	0.6029984	0.6349248	0.083802645
0.86584	0.8128864	0.424992	0.22496941
0.78584	0.8668576	0.8948416	0.21239799
0.80584	0.8188832	0.6549184	0.10190604
0.70584	0.614992	0.77488	0.1763303
